id;adm_lb_nom;sup_id;emr_lb_systeme;emr_dt;sta_nm_dpt;code_insee;generation;date_maj;sta_nm_anfr;nat_id;sup_nm_haut;tpo_id;adr_lb_lieu;adr_lb_add1;adr_lb_add2;adr_lb_add3;adr_nm_cp;com_cd_insee;coordonnees;coord;statut
115032;BOUYGUES TELECOM;1741869;UMTS 900;31/05/2017;83;83050;3G;2025-10-02T15:15:22;832750820;26;25;72.0;;Traverse Leo Lagrange;STADE LOUIS GILLY;;83300;83050;43.53972222222222 , 6.4447222222222225;43°32'23''N 6°26'41''E;En service
334247;FREE MOBILE;2176323;UMTS 900;29/10/2021;74;74009;3G;2025-10-02T15:15:22;740990338;23;17;32.0;LES POURMONTS;V COMMUNALE N° 1 DE CHARLY;AU MONT SION;;74350;74009;46.07194444444445 , 6.0777777777777775;46°4'19''N 6°4'40''E;En service
593013;ORANGE;2610765;LTE 2100;30/09/2022;92;92063;4G;2025-10-02T15:15:22;922290721;38;28,5;9.0;;4 rue Jacques Daguerre;Bâtiment Concorde;;92500;92063;48.88944444444444 , 2.169722222222222;48°53'22''N 2°10'11''E;En service
422182;ORANGE;328635;UMTS 900;07/03/2016;10;10418;3G;2025-10-02T15:15:22;102290140;23;30;72.0;LE VAL VELUT;;;;10110;10418;48.09 , 4.303055555555555;48°5'24''N 4°18'11''E;En service
135750;BOUYGUES TELECOM;2077891;LTE 800;28/05/2019;33;33063;4G;2025-10-02T15:15:22;332750900;38;20,9;9.0;;17 R SEGALIER;;;33000;33063;44.842222222222226 , -0.5872222222222223;44°50'32''N 0°35'14''W;En service
591332;ORANGE;2567293;LTE 2600;14/11/2022;17;17172;4G;2025-10-02T15:15:22;172290426;23;42;32.0;La Plaine des Grands-Champs;R des grands champs;;;17260;17172;45.571111111111115 , -0.6608333333333334;45°34'16''N 0°39'39''W;En service
295740;FREE MOBILE;1673977;LTE 2600;20/10/2016;84;84087;4G;2025-10-02T15:15:22;840990197;17;42;28.0;;5, rue René Descartes;Le Florigège Bât.F;;84100;84087;44.14972222222222 , 4.806388888888889;44°8'59''N 4°48'23''E;En service
428352;ORANGE;443037;LTE 2600;08/10/2013;60;60463;4G;2025-10-02T15:15:22;602290104;38;33;28.0;;av de l'europe;Tour de la Vallée;;60180;60463;49.272777777777776 , 2.481666666666667;49°16'22''N 2°28'54''E;En service
192825;BOUYGUES TELECOM;2989417;UMTS 900;;87;87050;3G;2025-10-02T15:15:22;872750338;26;36;42.0;;stade municipal couzeix;;;87270;87050;45.879444444444445 , 1.2419444444444445;45°52'46''N 1°14'31''E;Projet approuvé
696879;SFR;774591;GSM 900;02/05/2000;33;33203;2G;2025-10-02T15:15:22;332700214;23;12;72.0;Les Genets;23 r des sables;;;33990;33203;45.22222222222222 , -1.1705555555555556;45°13'20''N 1°10'14''W;En service
239816;FREE MOBILE;555164;LTE 2600;15/10/2021;60;60213;4G;2025-10-02T15:15:22;600990367;26;35;72.0;Mer de sable;RN 330-PARC D'ATTRACTION DE LA MER DE SABLE;;;60950;60213;49.143055555555556 , 2.6705555555555556;49°8'35''N 2°40'14''E;En service
559297;ORANGE;1924411;LTE 700;12/02/2024;31;31555;4G;2025-10-02T15:15:22;312290394;17;37;29.0;;36 Bd Riquet;Piscine Léo Lagrange;;31000;31555;43.6075 , 1.4549999999999998;43°36'27''N 1°27'18''E;En service
265467;FREE MOBILE;876366;LTE 900;18/07/2025;9;9149;4G;2025-10-02T15:15:22;90990308;23;24;34.0;Cens;;;;9200;9149;42.94333333333333 , 1.1788888888888889;42°56'36''N 1°10'44''E;En service
773701;SFR;2346514;GSM 900;21/12/2021;13;13041;2G;2025-10-02T15:15:22;132701378;23;12;34.0;;67 PETIT CHEMIN ST ESTEVE;;;13120;13041;43.469166666666666 , 5.480277777777778;43°28'9''N 5°28'49''E;En service
162145;BOUYGUES TELECOM;2593281;UMTS 900;28/02/2024;5;5090;3G;2025-10-02T15:15:22;52750236;23;18;16.0;MONTAGNE DE FAUCHARD;CHEMIN DE LA SISTEROUNE;;;5500;5090;44.728611111111114 , 6.073888888888889;44°43'43''N 6°4'26''E;En service
446771;ORANGE;506592;LTE 1800;02/11/2021;88;88408;4G;2025-10-02T15:15:22;882290021;23;40;32.0;;La Beuille;;;88360;88408;47.96222222222222 , 6.614444444444444;47°57'44''N 6°36'52''E;En service
777773;SFR;2492217;UMTS 900;31/01/2022;16;16164;3G;2025-10-02T15:15:22;162700229;23;38,3;72.0;;ROUTE DE CONFOLENS (D30);;;16490;16164;46.05138888888889 , 0.5969444444444445;46°3'5''N 0°35'49''E;En service
230873;FREE MOBILE;501754;LTE 2100;20/12/2021;27;27229;4G;2025-10-02T15:15:22;270990014;4;62;17.0;;22 r du dr baudoux;Château d'eau;;27000;27229;49.035 , 1.1394444444444445;49°2'6''N 1°8'22''E;En service
398858;FREE MOBILE;2991705;LTE 2600;;59;59650;4G;2025-10-02T15:15:22;590990903;38;18;9.0;;8 R JEAN JACQUES ROUSSEAU;;;59150;59650;50.70416666666667 , 3.2241666666666666;50°42'15''N 3°13'27''E;Projet approuvé
527269;ORANGE;864615;UMTS 900;23/09/2019;39;39398;3G;2025-10-02T15:15:22;392290145;23;30;74.0;Combe d'Agra;Rte de Bresilley - D.12;;;39350;39398;47.24777777777778 , 5.665;47°14'52''N 5°39'54''E;En service
580806;ORANGE;2327126;LTE 800;02/08/2022;60;60652;4G;2025-10-02T15:15:22;602290434;23;30;74.0;;2B Rue du Chapron;;;60790;60652;49.30222222222222 , 2.0469444444444442;49°18'8''N 2°2'49''E;En service
88662;BOUYGUES TELECOM;1463953;GSM 900;30/11/2016;33;33063;2G;2025-10-02T15:15:22;332750649;38;27;9.0;;61-63 COURS DU MEDOC;Résidence St Martial;;33000;33063;44.85888888888889 , -0.5672222222222222;44°51'32''N 0°34'2''W;En service
612832;ORANGE;3012171;5G NR 3500;31/12/2024;75;75107;5G;2025-10-02T15:15:22;752292806;17;31;9.0;;28 Rue Saint-Dominique;;;75007;75107;48.86055555555556 , 2.317222222222222;48°51'38''N 2°19'2''E;Techniquement opérationnel
510474;ORANGE;799002;UMTS 900;27/06/2017;48;48081;3G;2025-10-02T15:15:22;482290099;23;34;32.0;LE MASSEGUIN;PYLONE TDF;;;48000;48081;44.50972222222222 , 3.61;44°30'35''N 3°36'36''E;En service
339847;FREE MOBILE;2248019;UMTS 900;26/02/2021;62;62795;3G;2025-10-02T15:15:22;620990470;23;43,8;75.0;LA PLAINE DU CALVAIRE;;;;62270;62795;50.29527777777778 , 2.327222222222222;50°17'43''N 2°19'38''E;En service
412409;FREE MOBILE;3153122;LTE 700;;70;70285;4G;2025-10-02T15:15:22;700990435;23;24,7;42.0;;Chemin des Combes;;;70400;70285;47.5425 , 6.774444444444445;47°32'33''N 6°46'28''E;Projet approuvé
249088;FREE MOBILE;658256;LTE 900;;5;5092;4G;2025-10-02T15:15:22;50990035;23;14;32.0;Champ La Fontaine;D 446;;;5000;5092;44.507222222222225 , 6.021388888888889;44°30'26''N 6°1'17''E;Projet approuvé
246424;FREE MOBILE;621112;5G NR 700;18/12/2023;74;74056;5G;2025-10-02T15:15:22;740990280;17;11;30.0;La Para;entrée du Tunnel du Mont Blanc;;;74400;74056;45.901666666666664 , 6.860555555555555;45°54'6''N 6°51'38''E;Techniquement opérationnel
773088;SFR;2325978;LTE 800;19/11/2024;39;39072;4G;2025-10-02T15:15:22;392700206;23;13;32.0;CHAMPS DE CHAUCHE;chemin COMMUNAL;;;39110;39072;46.92861111111111 , 5.876388888888889;46°55'43''N 5°52'35''E;En service
78893;BOUYGUES TELECOM;867932;5G NR 2100;17/09/2024;77;77005;5G;2025-10-02T15:15:22;772751207;26;32;72.0;Le clos de louche;r victor vazarely;;;77410;77005;48.925555555555555 , 2.713611111111111;48°55'32''N 2°42'49''E;Techniquement opérationnel
696306;SFR;770453;UMTS 900;14/11/2011;24;24120;3G;2025-10-02T15:15:22;242700097;23;30;74.0;La Carriere;;;;24390;24120;45.28638888888889 , 1.1327777777777779;45°17'11''N 1°7'58''E;En service
282967;FREE MOBILE;1499120;5G NR 3500;03/06/2025;59;59328;5G;2025-10-02T15:15:22;590990206;38;53;9.0;;1, rue Andre Chenier;;;59130;59328;50.655277777777776 , 3.028888888888889;50°39'19''N 3°1'44''E;Techniquement opérationnel
489784;ORANGE;717735;LTE 1800;28/03/2018;16;16358;4G;2025-10-02T15:15:22;162290082;23;25;74.0;Les Rochettes;255 Rte de St-Jean d'Angely;;;16710;16358;45.678888888888885 , 0.11694444444444445;45°40'44''N 0°7'1''E;En service
636134;SFR;450032;LTE 800;22/10/2020;3;3172;4G;2025-10-02T15:15:22;32700104;23;83;32.0;Les Prés du Bois;La Ville;tour DVRN;;3370;3172;46.42861111111111 , 2.397777777777778;46°25'43''N 2°23'52''E;En service
497117;ORANGE;757261;UMTS 900;27/07/2020;8;8199;3G;2025-10-02T15:15:22;82290071;23;43;6.0;La Houillère;Avenue de belgique;;;8700;8199;49.780833333333334 , 4.803888888888888;49°46'51''N 4°48'14''E;En service
606332;ORANGE;2907745;LTE 700;29/03/2024;38;38347;4G;2025-10-02T15:15:22;382290609;23;36;32.0;L AIGUE NOIRE HAUT;Proche de route de saint antoine;;;38940;38347;45.23277777777778 , 5.238333333333333;45°13'58''N 5°14'18''E;En service
144359;BOUYGUES TELECOM;2242449;UMTS 900;19/06/2025;88;88520;3G;2025-10-02T15:15:22;882750404;4;34;17.0;Le Grand Bois;7 le Grand Bois;;;88240;88520;48.038333333333334 , 6.311944444444444;48°2'18''N 6°18'43''E;En service
67179;BOUYGUES TELECOM;780543;LTE 800;31/01/2024;88;88304;4G;2025-10-02T15:15:22;882750382;23;59;74.0;Au Bois du Four;r paul hilaire;;;88500;88304;48.29972222222222 , 6.122777777777777;48°17'59''N 6°7'22''E;En service
768452;SFR;2196005;LTE 800;12/05/2020;15;15142;4G;2025-10-02T15:15:22;152700161;23;10;65.0;Fauges;chem rural;;;15260;15142;44.925 , 3.068611111111111;44°55'30''N 3°4'7''E;En service
414725;Gouv Nelle Calédonie (OPT);2616695;LTE 900;12/12/2022;988;98823;4G;2025-10-02T15:15:22;9880110513;11;12;47.0;GOYETA TRIBU;;;;98823;98823;-21.098055555555554 , 165.35777777777778;21°5'53''S 165°21'28''E;En service
173922;BOUYGUES TELECOM;2750607;GSM 900;;43;43018;2G;2025-10-02T15:15:22;432750244;23;38;27.0;La condamine;Boeux;;;43370;43018;45.02222222222222 , 3.801111111111111;45°1'20''N 3°48'4''E;Projet approuvé
765919;SFR;2112808;UMTS 900;06/01/2020;53;53161;3G;2025-10-02T15:15:22;532700166;23;42;29.0;;L'ETANG BLANC;RD 519;;53150;53161;48.19972222222222 , -0.5416666666666666;48°11'59''N 0°32'30''W;En service
433033;ORANGE;455850;LTE 700;;57;57017;4G;2025-10-02T15:15:22;572290677;26;37,8;32.0;FERME DE MONTIGNY LA GRANGE;;;;57865;57017;49.15694444444444 , 6.048611111111111;49°9'25''N 6°2'55''E;Projet approuvé
568345;ORANGE;2129811;UMTS 900;29/04/2019;75;75110;3G;2025-10-02T15:15:22;752292223;9;0;45.0;;GARE DU NORD L5;Place Napoléon III;;75010;75110;48.88138888888889 , 2.356388888888889;48°52'53''N 2°21'23''E;En service
622994;OUTREMER TELECOM;1990923;LTE 2600;16/06/2018;973;97313;4G;2025-10-02T15:15:22;9732175508;23;50;51.0;La providence;PK29 - rte du Gallion;RN 1;;97356;97313;4.946666666666667 , -52.49305555555556;4°56'48''N 52°29'35''W;En service
501082;ORANGE;768520;5G NR 3500;16/11/2022;21;21355;5G;2025-10-02T15:15:22;212290116;23;20;74.0;;4 r de l'aspirant pierrat;;;21600;21355;47.282777777777774 , 5.047777777777777;47°16'58''N 5°2'52''E;Techniquement opérationnel
468854;ORANGE;607705;5G NR 3500;11/06/2024;38;38035;5G;2025-10-02T15:15:22;382290360;23;25;65.0;Fromentaux;Chem rural;;;38440;38035;45.54083333333333 , 5.0825;45°32'27''N 5°4'57''E;Techniquement opérationnel
395206;FREE MOBILE;2953054;LTE 900;23/07/2025;59;59316;4G;2025-10-02T15:15:22;590990872;23;33;74.0;;886 Rue Roger Salengro;;;59263;59316;50.57 , 2.998888888888889;50°34'12''N 2°59'56''E;En service
112095;BOUYGUES TELECOM;1722490;UMTS 900;31/10/2016;2;2504;3G;2025-10-02T15:15:22;22750301;4;38,4;27.0;La voie Vendoise;rue Paul Sebbe ;;;2440;2504;49.745555555555555 , 3.2594444444444446;49°44'44''N 3°15'34''E;En service
205705;BOUYGUES TELECOM;3126870;LTE 2100;;9;9339;4G;2025-10-02T15:15:22;92750246;23;29,2;65.0;Pas de la Leude;Rue des chantiers de la jeunesse;;;9100;9339;43.15694444444444 , 1.6422222222222222;43°9'25''N 1°38'32''E;Projet approuvé
279726;FREE MOBILE;1465379;LTE 2600;19/10/2015;30;30302;4G;2025-10-02T15:15:22;300990065;23;15,3;72.0;;CHEM DE BARACCA;;;30290;30302;44.06916666666667 , 4.634166666666666;44°4'9''N 4°38'3''E;En service
148196;BOUYGUES TELECOM;2312422;LTE 700;17/12/2020;42;42218;4G;2025-10-02T15:15:22;422750437;23;15,2;68.0;;CHEMIN DU MOUSSIN;;;42000;42218;45.42055555555555 , 4.433333333333334;45°25'14''N 4°26'0''E;En service
448248;ORANGE;511203;GSM 900;15/12/1997;84;84147;2G;2025-10-02T15:15:22;842290055;23;45;72.0;LE MIRAILLET;L'Hubac;PISTE DFCI;COLLINE DU MIRAILLET;84530;84147;43.721944444444446 , 5.458611111111111;43°43'19''N 5°27'31''E;En service
326606;FREE MOBILE;2052507;LTE 1800;21/01/2019;75;75105;4G;2025-10-02T15:15:22;750990680;9;0;45.0;Métro CARDINAL LEMOINE L8;44 Rue du Cardinal Lemoine Angle Rue Monge;;;75005;75105;48.846944444444446 , 2.3516666666666666;48°50'49''N 2°21'6''E;En service
472754;ORANGE;627917;GSM 900;21/04/2000;92;92012;2G;2025-10-02T15:15:22;922290174;20;35;34.0;;62 r de l'ancienne mairie;EGLISE;;92100;92012;48.83722222222222 , 2.233888888888889;48°50'14''N 2°14'2''E;En service
499525;ORANGE;763519;GSM 900;10/01/2018;13;13209;2G;2025-10-02T15:15:22;132290630;17;15;28.0;;52 r henri tomasi;résidence Rochebelle;;13009;13209;43.24388888888889 , 5.408611111111111;43°14'38''N 5°24'31''E;En service
263788;FREE MOBILE;831923;LTE 700;17/06/2019;58;58044;4G;2025-10-02T15:15:22;580990053;23;42;65.0;Le Taureau ;;;;58440;58044;47.494166666666665 , 2.922222222222222;47°29'39''N 2°55'20''E;En service
568140;ORANGE;2126246;LTE 2100;09/04/2021;24;24152;4G;2025-10-02T15:15:22;242290156;23;63;74.0;Jacoumard;Chemin rural;;;24250;24152;44.80416666666667 , 1.2594444444444444;44°48'15''N 1°15'34''E;En service
371271;FREE MOBILE;2704045;LTE 2600;10/07/2023;62;62185;4G;2025-10-02T15:15:22;620990588;23;31,9;75.0;LE PAVILLON COUTURE;Rue d'Arras;;;62128;62185;50.195277777777775 , 2.9227777777777777;50°11'43''N 2°55'22''E;En service
740178;SFR;1701540;LTE 800;27/07/2016;63;63225;4G;2025-10-02T15:15:22;632700098;23;30;72.0;Les Plancha;;;;63750;63225;45.62833333333333 , 2.5238888888888886;45°37'42''N 2°31'26''E;En service
523215;ORANGE;822187;5G NR 700;17/01/2025;92;92046;5G;2025-10-02T15:15:22;922290162;38;29;28.0;;1 pl du 14 juillet;;;92240;92046;48.81944444444445 , 2.3008333333333333;48°49'10''N 2°18'3''E;Techniquement opérationnel
801012;SFR;2890803;LTE 700;13/02/2024;25;25051;4G;2025-10-02T15:15:22;252700633;23;36;74.0; LE CRET DE LA ROCHE ;chemin rural sur la roche ;D32;;25380;25051;47.25222222222222 , 6.631666666666667;47°15'8''N 6°37'54''E;En service
604340;ORANGE;2879989;LTE 700;24/06/2024;24;24532;4G;2025-10-02T15:15:22;242290397;23;43;27.0;BARBAT;voie communale n 6;;;24500;24532;44.66694444444444 , 0.4502777777777778;44°40'1''N 0°27'1''E;En service
325066;FREE MOBILE;2030307;LTE 1800;21/01/2019;75;75116;4G;2025-10-02T15:15:22;750990711;9;0;45.0;Métro RUE DE LA POMPE L9;Av Georges Mandel angle Rue de la Pompe;;;75116;75116;48.86416666666667 , 2.2777777777777777;48°51'51''N 2°16'40''E;En service
65983;BOUYGUES TELECOM;770932;LTE 800;23/07/2020;89;89242;4G;2025-10-02T15:15:22;892750256;23;31;65.0;LA GARENNE DES RONCIERES;;;;89800;89242;47.850833333333334 , 3.808333333333333;47°51'3''N 3°48'30''E;En service
391358;FREE MOBILE;2918850;LTE 900;23/07/2025;40;40310;4G;2025-10-02T15:15:22;400990484;26;31,3;42.0;;Rue de Mancamp;;;40140;40310;43.74333333333333 , -1.3308333333333333;43°44'36''N 1°19'51''W;En service
765669;SFR;2101028;5G NR 2100;15/09/2023;33;33262;5G;2025-10-02T15:15:22;332700644;23;47;74.0;;8 RUE DES COMPAGNOND DU TOUR DE FRANCE;;;33460;33262;44.998333333333335 , -0.6183333333333334;44°59'54''N 0°37'6''W;Techniquement opérationnel
322607;FREE MOBILE;1993735;UMTS 900;03/09/2019;86;86024;3G;2025-10-02T15:15:22;860990348;26;31,6;75.0;Les Cours;stade municipal;;;86190;86024;46.56805555555556 , 0.1963888888888889;46°34'5''N 0°11'47''E;En service
354438;FREE MOBILE;2471207;LTE 1800;25/07/2022;72;72160;4G;2025-10-02T15:15:22;720990352;23;38,6;32.0;LA GAUDINIERE;;A28;;72500;72160;47.69194444444444 , 0.3561111111111111;47°41'31''N 0°21'22''E;En service
550823;ORANGE;1727114;LTE 700;27/02/2024;11;11147;4G;2025-10-02T15:15:22;112290261;12;10;68.0;Le Devez-Ouest;r de l'Auberge;;;11140;11147;42.76777777777777 , 2.0844444444444448;42°46'4''N 2°5'4''E;En service
489862;ORANGE;718028;LTE 1800;19/04/2018;94;94041;4G;2025-10-02T15:15:22;942290360;38;36;9.0;;3 Allée de la Seine;;;94200;94041;48.81805555555556 , 2.401111111111111;48°49'5''N 2°24'4''E;En service
383933;FREE MOBILE;2857967;UMTS 900;29/03/2024;17;17142;3G;2025-10-02T15:15:22;170990444;23;32;32.0;Fief des dimeries;5 Rue Jacques Archambault;proche N11;;17139;17142;46.18944444444444 , -1.073611111111111;46°11'22''N 1°4'25''W;En service
296945;FREE MOBILE;1684091;5G NR 700;11/11/2022;1;1181;5G;2025-10-02T15:15:22;10990199;23;20;74.0;;406 r H Picquet;Transports Perrier;;1100;1181;46.23222222222223 , 5.621944444444445;46°13'56''N 5°37'19''E;Techniquement opérationnel
603467;ORANGE;2860764;LTE 700;;02A;2A359;4G;2025-10-02T15:15:22;02A2290277;23;9,9;42.0;PUNTA TOZZARELLA VALLICIONCA;PLATEAU DU COSCIONE;;;20132;2A359;41.85416666666667 , 9.17611111111111;41°51'15''N 9°10'34''E;Projet approuvé
375936;FREE MOBILE;2759345;LTE 2600;30/11/2023;59;59660;4G;2025-10-02T15:15:22;590990752;26;24;42.0;;square Eugène Thomas;complexe sportif;;59780;59660;50.632777777777775 , 3.2425;50°37'58''N 3°14'33''E;En service
273433;FREE MOBILE;1388149;LTE 1800;26/02/2024;91;91286;4G;2025-10-02T15:15:22;910990448;10;6,5;24.0;;avenue des Tuileries;;;91350;91286;48.65 , 2.393333333333333;48°39'0''N 2°23'36''E;En service
700836;SFR;804756;UMTS 2100;21/06/2017;57;57301;3G;2025-10-02T15:15:22;572700254;23;40;6.0;Muelhfeldhard;Chem rural;;;57230;57301;49.09111111111111 , 7.4927777777777775;49°5'28''N 7°29'34''E;En service
310154;FREE MOBILE;1831419;UMTS 900;18/12/2017;76;76475;3G;2025-10-02T15:15:22;760990218;4;44,1;34.0;;Rue du Val aux Daims;Château d'eau Clos chiquet;;76520;76475;49.41222222222222 , 1.162222222222222;49°24'44''N 1°9'44''E;En service
512391;ORANGE;804740;UMTS 900;05/08/2015;57;57635;3G;2025-10-02T15:15:22;572290373;23;34;30.0;KATZENKOPF;aire de repos de schalbach/a a4;Point kilométrique 419.5 S/P;;57370;57635;48.82055555555556 , 7.151944444444445;48°49'14''N 7°9'7''E;En service
270774;FREE MOBILE;1288060;5G NR 3500;17/10/2022;75;75118;5G;2025-10-02T15:15:22;750990096;38;33;28.0;;103 BOULEVARD NEY;;;75018;75118;48.8975 , 2.336666666666667;48°53'51''N 2°20'12''E;Techniquement opérationnel
41603;BOUYGUES TELECOM;575613;UMTS 900;22/03/2017;1;1179;3G;2025-10-02T15:15:22;12750309;23;37;72.0;Terre du Bois;Les Grandes Raies;chem rural pierre torrion;;1290;1179;46.25833333333333 , 4.830277777777778;46°15'30''N 4°49'49''E;En service
466116;ORANGE;590888;GSM 900;10/09/2005;33;33005;2G;2025-10-02T15:15:22;332290378;4;56;34.0;;r de l'armagnac;r de l'armagnac;;33510;33005;44.73388888888889 , -1.076111111111111;44°44'2''N 1°4'34''W;En service
727624;SFR;1594323;GSM 900;29/11/2002;31;31033;2G;2025-10-02T15:15:22;312700053;23;30;27.0;;LA MATTE;;;31190;31033;43.35638888888889 , 1.4933333333333334;43°21'23''N 1°29'36''E;En service
620923;OUTREMER TELECOM;484295;LTE 2600;01/04/2017;972;97230;4G;2025-10-02T15:15:22;9722170064;23;40;32.0;Morne Pavillon;;;;97220;97230;14.755 , -60.91222222222222;14°45'18''N 60°54'44''W;En service
114547;BOUYGUES TELECOM;1736993;UMTS 900;05/11/2017;74;74096;3G;2025-10-02T15:15:22;742750471;26;12,4;72.0;;ROUTE DE CHEZ VAUDEY;;;74350;74096;46.01222222222222 , 6.123888888888889;46°0'44''N 6°7'26''E;En service
207697;DAUPHIN TELECOM;3135921;UMTS 2100;29/04/2014;978;97801;3G;2025-10-02T15:15:22;9781320019;23;16;58.0;PEA TREE HILL;CUL DE SAC;;;97801;97801;18.102222222222224 , -63.03861111111111;18°6'8''N 63°2'19''W;En service
56440;BOUYGUES TELECOM;690719;LTE 2600;09/05/2012;69;69388;4G;2025-10-02T15:15:22;692750007;38;31;9.0;;16 r pr tavernier;;;69008;69388;45.7275 , 4.867500000000001;45°43'39''N 4°52'3''E;En service
740734;SFR;1706674;UMTS 900;20/06/2011;63;63305;3G;2025-10-02T15:15:22;632700054;23;16;72.0;La Côte;;;;63210;63305;45.67833333333333 , 2.8027777777777776;45°40'42''N 2°48'10''E;En service
472671;ORANGE;627718;5G NR 3500;20/06/2023;67;67276;5G;2025-10-02T15:15:22;672290427;23;36;32.0;Hinberg;Site ITAS TIM;;;67130;67276;48.51722222222222 , 7.263055555555556;48°31'2''N 7°15'47''E;Techniquement opérationnel
200709;BOUYGUES TELECOM;3063538;LTE 800;03/07/2025;82;82033;4G;2025-10-02T15:15:22;822750190;23;36;27.0;;353 Chemin de Roussiat;;;82100;82033;44.06722222222223 , 1.1022222222222222;44°4'2''N 1°6'8''E;En service
552387;ORANGE;1754111;LTE 800;20/05/2020;4;4059;4G;2025-10-02T15:15:22;42290143;23;44;32.0;Le Clouet;Pylone TDF de Tartonne;;;4330;4059;44.03 , 6.364166666666667;44°1'48''N 6°21'51''E;En service
515929;ORANGE;809388;LTE 800;26/06/2020;66;66039;4G;2025-10-02T15:15:22;662290165;23;23,5;32.0;MONT REDON;;;;66720;66039;42.73277777777778 , 2.5713888888888885;42°43'58''N 2°34'17''E;En service
408798;FREE MOBILE;3091681;5G NR 3500;;6;6079;5G;2025-10-02T15:15:22;60990597;17;14,8;34.0;LA RAGUE;245 Rue du Capitaine de Corvette Marche;Port de la Rague;;6210;6079;43.51722222222222 , 6.941111111111112;43°31'2''N 6°56'28''E;Projet approuvé
185169;BOUYGUES TELECOM;2900185;UMTS 900;28/02/2024;56;56156;3G;2025-10-02T15:15:22;562750521;23;30;21.0;Le Bourg;Stade Municipal;;;56160;56156;48.03 , -3.200555555555556;48°1'48''N 3°12'2''W;En service
595843;ORANGE;2672321;LTE 700;25/10/2022;72;72181;4G;2025-10-02T15:15:22;722290310;26;30;74.0;;65 Avenue François Chancel;Terrain de sport;;72000;72181;48.01611111111111 , 0.1938888888888889;48°0'58''N 0°11'38''E;En service
798263;SFR;2866589;LTE 700;;51;51454;4G;2025-10-02T15:15:22;512700364;26;30;78.0;;ROUTE DE CERNAY;;;51100;51454;49.26 , 4.066388888888889;49°15'36''N 4°3'59''E;Projet approuvé
454542;ORANGE;536806;UMTS 2100;12/02/2010;63;63077;3G;2025-10-02T15:15:22;632290280;17;21;34.0;LES PUYS;TELEPHERIQUE DE LA PERDRIX;;;63790;63077;45.52111111111111 , 2.831111111111111;45°31'16''N 2°49'52''E;En service
828430;TELCO OI;975017;LTE 800;04/09/2019;976;97611;4G;2025-10-02T15:15:22;9761200055;17;8;22.0;Passamainti;Route de Vahibé;;;97600;97611;-12.803611111111111 , 45.20416666666667;12°48'13''S 45°12'15''E;En service
122995;BOUYGUES TELECOM;1820080;LTE 2600;07/06/2017;57;57556;4G;2025-10-02T15:15:22;572750567;23;32;72.0;Wetho;D  674  ;;;57510;57556;49.04416666666666 , 6.916111111111111;49°2'39''N 6°54'58''E;En service
827455;TELCO OI;492814;UMTS 2100;05/07/2017;974;97421;3G;2025-10-02T15:15:22;9741202049;23;25;32.0;Belouve;rte de belouve;;;97433;97421;-21.064722222222223 , 55.532222222222224;21°3'53''S 55°31'56''E;En service
688191;SFR;703379;LTE 800;06/06/2018;59;59599;4G;2025-10-02T15:15:22;592700441;38;28,7;9.0;;47 r Thiers;;;59200;59599;50.7175 , 3.1597222222222223;50°43'3''N 3°9'35''E;En service
334581;FREE MOBILE;2180995;UMTS 900;27/11/2020;60;60001;3G;2025-10-02T15:15:22;600990380;23;30;74.0;;Rue de la Briqueterie;;;60220;60001;49.68694444444444 , 1.7666666666666666;49°41'13''N 1°46'0''E;En service
170553;BOUYGUES TELECOM;2713529;LTE 2100;06/04/2023;51;51229;4G;2025-10-02T15:15:22;512750482;23;44,1;72.0;L'Aunaie;D270 Le Chérifontaine;;;51330;51229;48.973055555555554 , 4.843055555555555;48°58'23''N 4°50'35''E;En service
785853;SFR;2657303;LTE 2100;;75;75114;4G;2025-10-02T15:15:22;752702831;38;23;34.0;;1-9 VILLA SOUTINE;;;75014;75114;48.82694444444445 , 2.336388888888889;48°49'37''N 2°20'11''E;Projet approuvé
69160;BOUYGUES TELECOM;793871;LTE 800;31/08/2023;49;49092;4G;2025-10-02T15:15:22;492750488;23;51;32.0;Bel Air;Le Champ Long;;;49120;49092;47.15222222222222 , -0.701111111111111;47°9'8''N 0°42'4''W;En service
220366;FREE MOBILE;453351;5G NR 700;15/12/2020;78;78380;5G;2025-10-02T15:15:22;780990002;23;40;32.0;St Jacques;chem rural n°44 des longues raies;;;78580;78380;48.904444444444444 , 1.8497222222222223;48°54'16''N 1°50'59''E;Techniquement opérationnel
105096;BOUYGUES TELECOM;1674195;UMTS 900;12/07/2016;38;38548;3G;2025-10-02T15:15:22;382750649;38;29;9.0;;16 IMP DU CAMP D'AMBEL - COPROPRIÉTÉ L'EXCELSIOR;Copropriété l'EXCELSIOR;;38250;38548;45.07166666666667 , 5.551388888888889;45°4'18''N 5°33'5''E;En service
540613;ORANGE;1495707;LTE 2100;17/10/2022;39;39393;4G;2025-10-02T15:15:22;392290051;26;21;74.0;Les Frêches;Réservpir d'Eau;;;39250;39393;46.79611111111111 , 6.003888888888889;46°47'46''N 6°0'14''E;En service
440515;ORANGE;477847;GSM 900;07/08/1998;62;62160;2G;2025-10-02T15:15:22;622290125;23;28;32.0;;r de la tour d'ordre;;;62200;62160;50.73305555555556 , 1.596666666666667;50°43'59''N 1°35'48''E;En service
