id;adm_lb_nom;sup_id;emr_lb_systeme;emr_dt;sta_nm_dpt;code_insee;generation;date_maj;sta_nm_anfr;nat_id;sup_nm_haut;tpo_id;adr_lb_lieu;adr_lb_add1;adr_lb_add2;adr_lb_add3;adr_nm_cp;com_cd_insee;coordonnees;coord;statut
667856;SFR;568813;LTE 2100;25/07/2018;92;92075;4G;2025-10-02T15:15:22;922700028;38;56;28.0;;101 av Victor Hugo;Tour;;92170;92075;48.825833333333335 , 2.292777777777778;48°49'33''N 2°17'34''E;En service
777407;SFR;2483382;LTE 800;19/04/2019;54;54500;4G;2025-10-02T15:15:22;542700097;23;15;72.0;Les Ensanges;Che de la Ferrée;;;54170;54500;48.49722222222222 , 5.965277777777778;48°29'50''N 5°57'55''E;En service
682922;SFR;668420;LTE 800;22/12/2016;58;58279;4G;2025-10-02T15:15:22;582700051;23;37;32.0;Le Gauminau;RD 223;;;58700;58279;47.15694444444444 , 3.261388888888889;47°9'25''N 3°15'41''E;En service
724547;SFR;1549210;LTE 700;;27;27180;4G;2025-10-02T15:15:22;272700221;26;27;65.0;;LES BANQUES;;;27940;27180;49.18555555555555 , 1.3458333333333332;49°11'8''N 1°20'45''E;Projet approuvé
746781;SFR;1745752;LTE 2600;13/04/2021;26;26252;4G;2025-10-02T15:15:22;262700123;26;20;72.0;Grange Neuve;RUE MARECHAL DE LATTRE DE TASSIGNY;;;26800;26252;44.88583333333333 , 4.876666666666667;44°53'9''N 4°52'36''E;En service
330243;FREE MOBILE;2106768;LTE 700;30/12/2019;34;34095;4G;2025-10-02T15:15:22;340990328;23;22,5;75.0;;D27E7 LAS RABASSIERES;;;34690;34095;43.568333333333335 , 3.7844444444444445;43°34'6''N 3°47'4''E;En service
830250;ZEOP;1014807;LTE 2100;22/12/2021;974;97422;4G;2025-10-02T15:15:22;9741783023;17;13;16.0;Piton Desforges;Chem des Militaires;;;97418;97422;-21.19611111111111 , 55.574444444444445;21°11'46''S 55°34'28''E;En service
449142;ORANGE;513700;LTE 1800;27/11/2017;31;31118;4G;2025-10-02T15:15:22;312290335;23;46,5;65.0;LES HEBRAILS;RTE DE BOULOC;;;31620;31118;43.79333333333333 , 1.3755555555555556;43°47'36''N 1°22'32''E;En service
36433;BOUYGUES TELECOM;542181;5G NR 2100;28/07/2022;56;56032;5G;2025-10-02T15:15:22;562750004;23;41;65.0;Le Haut Brambelay;;;;56800;56032;47.94472222222222 , -2.2675;47°56'41''N 2°16'3''W;Techniquement opérationnel
642051;SFR;465308;GSM 900;11/04/2000;76;76254;2G;2025-10-02T15:15:22;762700008;23;47;32.0;LES TROIS MATHILDES;RTE ST CLAIR;ET ENTRE LA D 940;;76790;76254;49.70472222222222 , 0.21583333333333335;49°42'17''N 0°12'57''E;En service
511589;ORANGE;803868;5G NR 3500;29/06/2022;55;55545;5G;2025-10-02T15:15:22;552290084;4;30;34.0;Dieu du Trice;av jules ferry;;;55100;55545;49.15222222222222 , 5.394722222222223;49°9'8''N 5°23'41''E;Techniquement opérationnel
543163;ORANGE;1563409;LTE 1800;16/06/2016;84;84007;4G;2025-10-02T15:15:22;842290095;38;32,6;28.0;;AVENUE EISENHOWER;;;84000;84007;43.93611111111111 , 4.796388888888889;43°56'10''N 4°47'47''E;En service
412857;FREE MOBILE;3166634;LTE 2600;;83;83137;4G;2025-10-02T15:15:22;830990666;23;25,5;42.0;;160 rue du Sénégal;;;83000;83137;43.13472222222222 , 5.940277777777778;43°8'5''N 5°56'25''E;Projet approuvé
59525;BOUYGUES TELECOM;711797;GSM 900;27/09/2017;35;35118;2G;2025-10-02T15:15:22;352750494;23;25;72.0;;r d'aleron;le Patis des Marettes;;35490;35118;48.30333333333333 , -1.5155555555555555;48°18'12''N 1°30'56''W;En service
223078;FREE MOBILE;463125;5G NR 700;15/12/2020;84;84069;5G;2025-10-02T15:15:22;840990022;26;25;32.0;La Bigaude;pylone TDF;;;84340;84069;44.18527777777778 , 5.134166666666667;44°11'7''N 5°8'3''E;Techniquement opérationnel
12747;BOUYGUES TELECOM;458180;LTE 700;21/12/2020;83;83031;4G;2025-10-02T15:15:22;832750307;23;12;65.0;RÉAL MARTIN;CHEM DES AGASSONS;;;83340;83031;43.38805555555555 , 6.353333333333333;43°23'17''N 6°21'12''E;En service
723747;SFR;1529150;LTE 700;04/01/2023;28;28391;4G;2025-10-02T15:15:22;282700260;4;42;34.0;;R DE BOISSAY;;;28310;28391;48.19222222222222 , 1.928611111111111;48°11'32''N 1°55'43''E;En service
341985;FREE MOBILE;2279862;LTE 700;12/04/2021;39;39043;4G;2025-10-02T15:15:22;390990325;23;38;74.0;;RUE DE L ETENDONNE;D34 E1;;39190;39043;46.58111111111111 , 5.434722222222223;46°34'52''N 5°26'5''E;En service
158907;BOUYGUES TELECOM;2535670;UMTS 900;28/07/2022;69;69043;3G;2025-10-02T15:15:22;692751469;23;27;75.0;;RTE DES MOUILLES;;;69630;69043;45.72527777777778 , 4.745555555555556;45°43'31''N 4°44'44''E;En service
244534;FREE MOBILE;602062;LTE 2100;19/02/2024;57;57631;4G;2025-10-02T15:15:22;570990526;4;60;17.0;;r du champ de mars;château d'eau;;57200;57631;49.11333333333334 , 7.0811111111111105;49°6'48''N 7°4'52''E;En service
246456;FREE MOBILE;621812;LTE 700;19/08/2019;25;25063;4G;2025-10-02T15:15:22;250990068;23;39;65.0;;Les Parts du Tilleul;;;25310;25063;47.39333333333333 , 6.839722222222222;47°23'36''N 6°50'23''E;En service
673204;SFR;599755;LTE 2600;24/03/2017;35;35238;4G;2025-10-02T15:15:22;352700095;38;36;9.0;;47/49 quai de la Prévalaye;;;35000;35238;48.1075 , -1.6913888888888888;48°6'27''N 1°41'29''W;En service
103891;BOUYGUES TELECOM;1665678;LTE 800;24/08/2016;89;89374;4G;2025-10-02T15:15:22;892750240;23;16;65.0;les Levrottes;;;;89160;89374;47.76222222222222 , 4.030555555555556;47°45'44''N 4°1'50''E;En service
385646;FREE MOBILE;2874748;LTE 2100;;1;1421;4G;2025-10-02T15:15:22;10990449;23;34;65.0;Aux Fontanettes;Route departemental 1504;;;1230;1421;45.934999999999995 , 5.412777777777778;45°56'6''N 5°24'46''E;Projet approuvé
32085;BOUYGUES TELECOM;525220;LTE 2600;23/05/2019;95;95306;4G;2025-10-02T15:15:22;952750402;38;19;28.0;;33 R DE PONTOISE;Résidence Les Marronniers;;95220;95306;48.99333333333333 , 2.165833333333333;48°59'36''N 2°9'57''E;En service
779719;SFR;2544383;LTE 700;05/05/2023;10;10426;4G;2025-10-02T15:15:22;102700199;23;24;65.0;;Route de Dijon Clairvaux - D 396;Ets REGNIER;;10310;10426;48.15138888888889 , 4.795555555555556;48°9'5''N 4°47'44''E;En service
429703;ORANGE;446577;GSM 900;27/08/2007;29;29279;2G;2025-10-02T15:15:22;292290260;23;36;74.0;Méziou Meur;ZA de la Gare;;;29670;29279;48.61388888888889 , -3.8975;48°36'50''N 3°53'51''W;En service
486382;ORANGE;697866;LTE 700;13/01/2025;83;83069;4G;2025-10-02T15:15:22;832290380;26;12;72.0;Troisièmes Borrels;Villa des Arbousiers;;;83400;83069;43.1675 , 6.179166666666667;43°10'3''N 6°10'45''E;En service
625576;SFR;26969;UMTS 900;04/02/2013;02B;2B251;3G;2025-10-02T15:15:22;02B2700025;38;16;34.0;;Mairie;Le Village;;20243;2B251;42.010555555555555 , 9.325;42°0'38''N 9°19'30''E;En service
144175;BOUYGUES TELECOM;2239605;5G NR 3500;13/10/2021;69;69388;5G;2025-10-02T15:15:22;692751326;38;28;9.0;;154-186 RUE PROFESSEUR BEAUVISAGE;;;69008;69388;45.72777777777778 , 4.861944444444444;45°43'40''N 4°51'43''E;Techniquement opérationnel
703610;SFR;822604;LTE 1800;07/11/2016;92;92033;4G;2025-10-02T15:15:22;922700216;17;19,6;34.0;;20 r de suresnes;Gymnase des meuries;;92380;92033;48.84583333333334 , 2.1902777777777778;48°50'45''N 2°11'25''E;En service
374618;FREE MOBILE;2742711;LTE 2600;30/11/2023;89;89142;4G;2025-10-02T15:15:22;890990540;23;44,6;32.0;Le Fourneau;Proche LGV sud est;;;89500;89142;48.108333333333334 , 3.4583333333333335;48°6'30''N 3°27'30''E;En service
332636;FREE MOBILE;2144765;LTE 700;16/11/2020;45;45111;4G;2025-10-02T15:15:22;450990348;23;42,2;75.0;;CHEMIN DES MOINES;D109;;45300;45111;48.06083333333333 , 2.199722222222222;48°3'39''N 2°11'59''E;En service
123781;BOUYGUES TELECOM;1827332;LTE 800;16/05/2017;13;13208;4G;2025-10-02T15:15:22;132750925;38;30,8;9.0;;72-82 blv Rabatau;;;13008;13208;43.27583333333333 , 5.397222222222223;43°16'33''N 5°23'50''E;En service
586790;ORANGE;2463183;5G NR 2100;07/05/2025;80;80168;5G;2025-10-02T15:15:22;802290324;23;38;74.0;;RUE DU VALHEUREUX;;;80750;80168;50.1025 , 2.265277777777778;50°6'9''N 2°15'55''E;Techniquement opérationnel
225136;FREE MOBILE;471535;LTE 900;;24;24284;4G;2025-10-02T15:15:22;240990281;23;42,4;72.0;Las Traversas;bois de Peyroux;;;24210;24284;45.17222222222222 , 0.9502777777777778;45°10'20''N 0°57'1''E;Projet approuvé
52345;BOUYGUES TELECOM;659030;5G NR 2100;24/08/2021;87;87085;5G;2025-10-02T15:15:22;872750196;38;43,8;28.0;;18 r de strasbourg;;;87000;87085;45.848333333333336 , 1.2569444444444444;45°50'54''N 1°15'25''E;Techniquement opérationnel
122924;BOUYGUES TELECOM;1819214;5G NR 3500;18/09/2024;74;74010;5G;2025-10-02T15:15:22;742750511;38;37;9.0;;2 RUE LOUIS REVON;COPOROPRIÉTÉ L'HORIZON;;74000;74010;45.903888888888886 , 6.1305555555555555;45°54'14''N 6°7'50''E;Techniquement opérationnel
454485;ORANGE;536385;UMTS 900;09/06/2015;38;38557;3G;2025-10-02T15:15:22;382290012;4;31;17.0;;r des cyprès;Vers Romagne;;38280;38557;45.7925 , 5.117222222222222;45°47'33''N 5°7'2''E;En service
32878;BOUYGUES TELECOM;527810;5G NR 2100;28/11/2024;34;34146;5G;2025-10-02T15:15:22;342750342;23;41;30.0;LA GRAND GORGE;CHEM DE LA MONNAIE -ANCIENNE V ROMAINE - A9;A9 PK 82.5;;34400;34146;43.691111111111105 , 4.073888888888889;43°41'28''N 4°4'26''E;Techniquement opérationnel
257353;FREE MOBILE;763370;5G NR 700;30/09/2021;51;51529;5G;2025-10-02T15:15:22;510990085;23;38;65.0;FOSSE NOIRE;RTE DÉPART. 20;;;51490;51529;49.303888888888885 , 4.295555555555556;49°18'14''N 4°17'44''E;Techniquement opérationnel
111944;BOUYGUES TELECOM;1721756;UMTS 900;28/12/2022;74;74008;3G;2025-10-02T15:15:22;742750360;17;23,3;29.0;;30  RUE DE GENÈVE;imm LE NARVAL;;74100;74008;46.19277777777778 , 6.223333333333334;46°11'34''N 6°13'24''E;En service
155546;BOUYGUES TELECOM;2472119;UMTS 900;24/12/2021;26;26149;3G;2025-10-02T15:15:22;262750422;23;18;21.0;La Teppe;D425;;;26730;26149;45.04722222222222 , 5.175277777777778;45°2'50''N 5°10'31''E;En service
280026;FREE MOBILE;1466556;UMTS 900;23/12/2014;51;51115;3G;2025-10-02T15:15:22;510990071;23;29;32.0;LE BAS CLOS;CHEM RURAL N°41;;;51500;51115;49.19694444444444 , 4.009722222222222;49°11'49''N 4°0'35''E;En service
636287;SFR;450273;LTE 800;25/01/2019;87;87085;4G;2025-10-02T15:15:22;872700065;26;25;74.0;;10 r léon walras ;Société MILLER GRAPHICS;;87000;87085;45.80583333333333 , 1.2822222222222222;45°48'21''N 1°16'56''E;En service
384877;FREE MOBILE;2866862;LTE 2600;04/07/2017;28;28209;4G;2025-10-02T15:15:22;280990087;26;31;75.0;;7 Rue de la Pointe à l'Hermite;;;28300;28209;48.48527777777778 , 1.4747222222222223;48°29'7''N 1°28'29''E;En service
563277;ORANGE;2027390;LTE 1800;08/11/2022;30;30138;4G;2025-10-02T15:15:22;302290391;26;20;34.0;Combe de la Cabre;Stade Municipal des Lauzières;;;30980;30138;43.79972222222222 , 4.239166666666667;43°47'59''N 4°14'21''E;En service
675898;SFR;615774;LTE 2600;23/02/2021;7;7186;4G;2025-10-02T15:15:22;72700036;38;44,7;9.0;;15 Bd de Lancelot;;;7000;7186;44.73083333333334 , 4.6002777777777775;44°43'51''N 4°36'1''E;En service
774803;SFR;2398960;LTE 700;30/06/2022;30;30168;4G;2025-10-02T15:15:22;302700500;23;24;65.0;MALE BOUISSIERES;CAMPING LES PLANS D50;ROUTE DE ST JEAN DU GARD;;30140;30168;44.121944444444445 , 3.9219444444444442;44°7'19''N 3°55'19''E;En service
329152;FREE MOBILE;2090795;LTE 900;22/09/2025;77;77268;4G;2025-10-02T15:15:22;770990347;38;20,9;29.0;;10 AVENUE DE LA FOSSE DES PRESSOIRS;;;77700;77268;48.87083333333334 , 2.8094444444444444;48°52'15''N 2°48'34''E;En service
320353;FREE MOBILE;1964850;5G NR 3500;30/05/2024;66;66179;5G;2025-10-02T15:15:22;660990283;23;27,5;75.0;MAS DE LA SORT;;;;66260;66179;42.391666666666666 , 2.609166666666667;42°23'30''N 2°36'33''E;Techniquement opérationnel
783199;SFR;2621327;LTE 800;18/04/2025;2;2381;4G;2025-10-02T15:15:22;22700314;26;30;27.0;;CHEMIN DES COURCELLES;;;2500;2381;49.91972222222222 , 4.066388888888889;49°55'11''N 4°3'59''E;En service
485658;ORANGE;693913;LTE 1800;24/04/2022;16;16196;4G;2025-10-02T15:15:22;162290129;4;43;17.0;La Haute Terne;r du chateau d'eau;Voie communale n° 214;;16230;16196;45.89194444444444 , 0.10166666666666667;45°53'31''N 0°6'6''E;En service
752924;SFR;1809184;5G NR 3500;14/09/2022;73;73065;5G;2025-10-02T15:15:22;732700433;23;37,9;72.0;;rue Franklin Roosevelt;;;73000;73065;45.57166666666667 , 5.935833333333334;45°34'18''N 5°56'9''E;Techniquement opérationnel
99294;BOUYGUES TELECOM;1624999;LTE 800;21/04/2016;7;7151;4G;2025-10-02T15:15:22;72750031;23;24;32.0;LA COSTE DE MONTRÉAL;;;;7320;7151;45.025277777777774 , 4.340833333333333;45°1'31''N 4°20'27''E;En service
813882;SFR;3022194;LTE 700;16/12/2024;69;69259;4G;2025-10-02T15:15:22;692701233;38;27;9.0;;4 RUE GABRIEL FAURE;;;69200;69259;45.69777777777777 , 4.875555555555556;45°41'52''N 4°52'32''E;En service
317171;FREE MOBILE;1933447;UMTS 900;29/05/2019;24;24080;3G;2025-10-02T15:15:22;240990330;23;33;74.0;Moulin à Vent;chem rural;;;24540;24080;44.69083333333333 , 0.898611111111111;44°41'27''N 0°53'55''E;En service
600895;ORANGE;2806719;UMTS 900;;02A;2A262;3G;2025-10-02T15:15:22;02A2290253;23;12;74.0;LUCU;RD4 - Proche de Muna;;;20121;2A262;42.13583333333333 , 8.846388888888889;42°8'9''N 8°50'47''E;Projet approuvé
383577;FREE MOBILE;2855627;UMTS 900;;6;6090;3G;2025-10-02T15:15:22;60990499;23;24,6;42.0;;Chemin de Clavary;;;6580;6090;43.60861111111111 , 6.926666666666667;43°36'31''N 6°55'36''E;Projet approuvé
774017;SFR;2366801;UMTS 900;15/10/2021;19;19163;3G;2025-10-02T15:15:22;192700231;23;39;75.0;LESTRADE;;;;19190;19163;45.06916666666667 , 1.7483333333333333;45°4'9''N 1°44'54''E;En service
165828;BOUYGUES TELECOM;2644914;UMTS 900;28/12/2022;10;10040;3G;2025-10-02T15:15:22;102750265;23;32,6;72.0;L EPOISSE;D23 Rte de Vanlay;;;10130;10040;47.99472222222222 , 4.0;47°59'41''N 4°0'0''E;En service
566588;ORANGE;2097442;GSM 900;27/10/2020;971;97111;2G;2025-10-02T15:15:22;9712290321;23;25;51.0;;Allee de la Coque;;;97126;97111;16.290277777777778 , -61.7875;16°17'25''N 61°47'15''W;En service
707205;SFR;854447;LTE 2100;10/10/2018;33;33349;4G;2025-10-02T15:15:22;332700242;23;25;72.0;;22 chem de joset et anicet;;LA GRASAQUEYRE;33360;33349;44.757777777777775 , -0.5033333333333333;44°45'28''N 0°30'12''W;En service
305901;FREE MOBILE;1774047;LTE 2100;05/06/2023;67;67482;4G;2025-10-02T15:15:22;670990204;17;19,3;6.0;;2 pl de l'Abattoir;;;67000;67482;48.59861111111111 , 7.734444444444445;48°35'55''N 7°44'4''E;En service
732932;SFR;1646853;GSM 900;30/06/2016;19;19136;2G;2025-10-02T15:15:22;192700164;23;35;27.0;LE JAGOULET;;;;19250;19136;45.53472222222222 , 2.1325;45°32'5''N 2°7'57''E;En service
615540;ORANGE;3048029;5G NR 3500;29/10/2021;13;13005;5G;2025-10-02T15:15:22;132290313;23;18;74.0;ZI Les Paluds;240 Chemin des Bonnes Nouvelles;;;13400;13005;43.29138888888889 , 5.589444444444444;43°17'29''N 5°35'22''E;Techniquement opérationnel
261194;FREE MOBILE;806159;LTE 700;27/01/2020;80;80009;4G;2025-10-02T15:15:22;800990362;4;37;17.0;Le Village;r de long;;;80690;80009;50.06916666666667 , 1.9911111111111113;50°4'9''N 1°59'28''E;En service
391029;FREE MOBILE;2916675;5G NR 3500;;73;73257;5G;2025-10-02T15:15:22;730990379;17;15;34.0;VAL THORENS;130 RUE DE LA BOUCLE;;;73440;73257;45.299166666666665 , 6.583611111111111;45°17'57''N 6°35'1''E;Projet approuvé
303771;FREE MOBILE;1745187;LTE 900;;44;44021;4G;2025-10-02T15:15:22;440990244;23;32,1;72.0;LES RIGAUDIÈRES;;;;44580;44021;47.05444444444444 , -1.9649999999999999;47°3'16''N 1°57'54''W;Projet approuvé
4072;BOUYGUES TELECOM;438347;5G NR 3500;05/10/2021;69;69100;5G;2025-10-02T15:15:22;692750618;23;48;32.0;FORT DE MONTCORIN;CHEM DU CHATAIGNER;;;69540;69100;45.677499999999995 , 4.807222222222222;45°40'39''N 4°48'26''E;Techniquement opérationnel
371473;FREE MOBILE;2706592;5G NR 700;30/11/2023;56;56003;5G;2025-10-02T15:15:22;560990386;23;38;21.0;ER HOET TAILLE;Chemin du Vincin;;;56610;56003;47.64944444444444 , -2.8041666666666667;47°38'58''N 2°48'15''W;Techniquement opérationnel
685055;SFR;684848;LTE 2600;;55;55081;4G;2025-10-02T15:15:22;552700110;23;30;24.0;Le Courty;D 2 - LIGNE TGV E - PK 197.819;;;55250;55081;48.99916666666667 , 5.0586111111111105;48°59'57''N 5°3'31''E;Projet approuvé
593947;ORANGE;2628530;LTE 700;22/12/2020;49;49218;4G;2025-10-02T15:15:22;492290358;23;33;65.0;LE FONTENIL;PROCHE RUE BELLEVUE;D151 D17;;49110;49218;47.295833333333334 , -0.9055555555555556;47°17'45''N 0°54'20''W;En service
502966;ORANGE;774614;GSM 900;18/09/2000;02B;2B037;2G;2025-10-02T15:15:22;02B2290089;38;19;9.0;CASATORA;RN 193 - PETRELLE;;;20620;2B037;42.62083333333334 , 9.436388888888889;42°37'15''N 9°26'11''E;En service
34477;BOUYGUES TELECOM;533698;LTE 2600;26/04/2017;57;57487;4G;2025-10-02T15:15:22;572750188;38;32;9.0;;1 RTE DE BRETAGNE;;;57160;57487;49.09583333333334 , 6.128055555555555;49°5'45''N 6°7'41''E;En service
798772;SFR;2872036;LTE 2100;22/11/2023;45;45169;4G;2025-10-02T15:15:22;452700367;23;32;27.0;Bois de l'Azin;Station d'Epuration - Décheterie;;;45140;45169;47.91 , 1.8208333333333333;47°54'36''N 1°49'15''E;En service
224514;FREE MOBILE;468870;LTE 1800;19/10/2017;84;84130;4G;2025-10-02T15:15:22;840990209;23;38;72.0;;Crête de St Amand;;;84190;84130;44.17944444444444 , 5.060277777777777;44°10'46''N 5°3'37''E;En service
795740;SFR;2832022;LTE 2100;27/12/2024;13;13204;4G;2025-10-02T15:15:22;132700736;10;1;34.0;METRO CHARTREUX;72 AV DES CHARTREUX;;;13004;13204;43.305 , 5.399166666666667;43°18'18''N 5°23'57''E;En service
15211;BOUYGUES TELECOM;464866;LTE 2100;15/12/2021;35;35207;4G;2025-10-02T15:15:22;352750010;26;54,5;65.0;;ZA LES MALTOUCHES;R DE LA RICHARDIERE;;35530;35207;48.10638888888889 , -1.5230555555555556;48°6'23''N 1°31'23''W;En service
378109;FREE MOBILE;2789373;5G NR 3500;26/05/2025;58;58261;5G;2025-10-02T15:15:22;580990382;23;26,8;42.0;MARDRONS;Proche de la A77;;;58200;58261;47.4125 , 2.9469444444444446;47°24'45''N 2°56'49''E;Techniquement opérationnel
595568;ORANGE;2662518;5G NR 3500;13/02/2024;62;62330;5G;2025-10-02T15:15:22;622290663;23;26;65.0;La Ferme du Favril;Rue du Favril;Terrain Communal;;62149;62330;50.54833333333333 , 2.7244444444444444;50°32'54''N 2°43'28''E;Techniquement opérationnel
314498;FREE MOBILE;1901616;LTE 2600;12/03/2018;88;88016;4G;2025-10-02T15:15:22;880990353;23;43,9;32.0;LA GOUTTE DU PATEY;RUE DE DARNEY;;;88260;88016;48.08083333333334 , 6.041944444444444;48°4'51''N 6°2'31''E;En service
518764;ORANGE;814198;UMTS 900;09/09/2021;75;75116;3G;2025-10-02T15:15:22;752291042;38;29;2.0;;104 av raymond poincaré;;;75116;75116;48.87166666666667 , 2.2849999999999997;48°52'18''N 2°17'6''E;En service
713506;SFR;1214257;GSM 900;19/02/2018;69;69387;2G;2025-10-02T15:15:22;692700793;38;27,5;22.0;;204 grande rue de la Guillotière;;;69007;69387;45.748333333333335 , 4.855277777777777;45°44'54''N 4°51'19''E;En service
443126;ORANGE;490136;5G NR 700;27/01/2025;62;62035;5G;2025-10-02T15:15:22;622290199;23;25;11.0;;181  r joliot curie;;;62232;62035;50.5325 , 2.61;50°31'57''N 2°36'36''E;Techniquement opérationnel
758497;SFR;1881655;5G NR 2100;16/04/2024;1;1443;5G;2025-10-02T15:15:22;12700272;17;38;8.0;;AV DU COLOMBIER;COOPERATIVE AGRICOLE;;1330;1443;46.00972222222222 , 5.036388888888888;46°0'35''N 5°2'11''E;Techniquement opérationnel
814572;SFR;3028008;UMTS 900;23/12/2024;81;81237;3G;2025-10-02T15:15:22;812700413;23;42;27.0;les pradelles;D85 Route de Dourgne;;;81110;81237;43.471111111111114 , 2.1008333333333336;43°28'16''N 2°6'3''E;En service
320318;FREE MOBILE;1964838;5G NR 700;15/12/2020;47;47201;5G;2025-10-02T15:15:22;470990268;26;26,4;75.0;;ROUTE DE CONDOM;HOTEL IBIS;;47520;47201;44.163888888888884 , 0.6;44°9'50''N 0°36'0''E;Techniquement opérationnel
227596;FREE MOBILE;482975;LTE 900;;68;68154;4G;2025-10-02T15:15:22;680990189;23;28,6;72.0;;Zwei Nussbeaume;r des mécaniciens;zone industrielle;68110;68154;47.75888888888889 , 7.38;47°45'32''N 7°22'48''E;Projet approuvé
597439;ORANGE;2710422;LTE 700;20/02/2023;16;16349;4G;2025-10-02T15:15:22;162290309;23;46,5;73.0;;LA GRENOUILLERE;;;16200;16349;45.75388888888889 , -0.24833333333333335;45°45'14''N 0°14'54''W;En service
403464;FREE MOBILE;3029294;5G NR 700;;62;62028;5G;2025-10-02T15:15:22;620990720;23;32;42.0;;37 Bis Rue principale;;;62190;62028;50.538333333333334 , 2.4122222222222223;50°32'18''N 2°24'44''E;Projet approuvé
662046;SFR;535069;LTE 800;14/10/2013;31;31555;4G;2025-10-02T15:15:22;312700068;38;30;28.0;;19 imp de trutat;;;31000;31555;43.58416666666667 , 1.4855555555555555;43°35'3''N 1°29'8''E;En service
165880;BOUYGUES TELECOM;2645639;UMTS 900;26/08/2022;84;84018;3G;2025-10-02T15:15:22;842750422;23;26,4;4.0;PASSICHAUD;chemin vers puits de Claude;réservoir près panneaux solaires;;84570;84018;44.0475 , 5.269722222222222;44°2'51''N 5°16'11''E;En service
140554;BOUYGUES TELECOM;2180524;LTE 700;05/04/2023;59;59457;4G;2025-10-02T15:15:22;592751151;38;27;28.0;;1-5 RES DE L EUROPE;PL DE L'EUROPE;;59840;59457;50.671388888888885 , 2.9741666666666666;50°40'17''N 2°58'27''E;En service
661083;SFR;532015;LTE 1800;30/06/2016;2;2210;4G;2025-10-02T15:15:22;22700012;23;42;72.0;Le Clef Moran;chem de la clef moran;;;2370;2210;49.397777777777776 , 3.4605555555555556;49°23'52''N 3°27'38''E;En service
471828;ORANGE;621687;LTE 700;29/11/2021;13;13056;4G;2025-10-02T15:15:22;132290640;4;18;16.0;;Vallon de Geine Verte;Réservoir de chasse Municipal;;13117;13056;43.382777777777775 , 5.029722222222222;43°22'58''N 5°1'47''E;En service
280945;FREE MOBILE;1474048;LTE 2600;15/01/2015;77;77294;4G;2025-10-02T15:15:22;770990095;23;31,5;75.0;;rue Claret;;;77290;77294;48.98527777777778 , 2.628888888888889;48°59'7''N 2°37'44''E;En service
689055;SFR;707882;LTE 1800;23/04/2018;27;27701;4G;2025-10-02T15:15:22;272700223;38;25,6;28.0;;2 R DU LIERRE;;;27100;27701;49.272777777777776 , 1.2152777777777777;49°16'22''N 1°12'55''E;En service
762245;SFR;1970145;UMTS 900;01/10/2018;44;44153;3G;2025-10-02T15:15:22;442700514;23;50,4;72.0;LES ROCHERS;LIEU-DIT LES ROCHERS;;;44110;44153;47.721944444444446 , -1.503611111111111;47°43'19''N 1°30'13''W;En service
612035;ORANGE;3002848;LTE 1800;11/12/2024;60;60396;4G;2025-10-02T15:15:22;602290483;23;36;65.0;les places;RUE DE MOYENNEVILLE;;;60420;60396;49.543055555555554 , 2.633611111111111;49°32'35''N 2°38'1''E;En service
211245;FREE CARAIBES;683195;LTE 2100;03/04/2023;971;97106;4G;2025-10-02T15:15:22;9710980084;23;31;32.0;Village;D 14;;;97125;97106;16.102500000000003 , -61.75944444444445;16°6'9''N 61°45'34''W;En service
71747;BOUYGUES TELECOM;809998;LTE 700;25/11/2021;67;67343;4G;2025-10-02T15:15:22;672750632;23;42;72.0;Blessig;4 R des Alpes;;;67205;67343;48.600833333333334 , 7.6930555555555555;48°36'3''N 7°41'35''E;En service
358676;FREE MOBILE;2536226;LTE 2600;29/04/2022;14;14589;4G;2025-10-02T15:15:22;140990254;23;32;32.0;Le Sommier;chemin des basses chauffeterres;;;14190;14589;48.99388888888889 , -0.29666666666666663;48°59'38''N 0°17'48''W;En service
803520;SFR;2913870;UMTS 900;27/05/2024;44;44087;3G;2025-10-02T15:15:22;442700716;4;26,7;17.0;LE CAVIEUX;LA BOURRIERE;D95;;44270;44087;47.04388888888889 , -1.8147222222222223;47°2'38''N 1°48'53''W;En service
581989;ORANGE;2363577;UMTS 900;25/03/2019;56;56261;3G;2025-10-02T15:15:22;562290224;23;30;74.0;Les Terres de Bel Air;ZI de Bel Air Sté La Soprat;;;56250;56261;47.69916666666666 , -2.548611111111111;47°41'57''N 2°32'55''W;En service
806782;SFR;2950261;LTE 800;28/03/2024;34;34172;4G;2025-10-02T15:15:22;342700804;38;31;28.0;;185 AVENUE MARIE DE MONTPELLIER;;;34000;34172;43.60111111111111 , 3.8986111111111112;43°36'4''N 3°53'55''E;En service
390976;FREE MOBILE;2916649;LTE 900;30/07/2025;34;34172;4G;2025-10-02T15:15:22;340990474;17;17,7;9.0;;Rue de Centrayrargues;;;34000;34172;43.59527777777778 , 3.8880555555555554;43°35'43''N 3°53'17''E;En service
789540;SFR;2720862;LTE 2600;28/09/2023;42;42187;4G;2025-10-02T15:15:22;422700519;26;31;73.0;;119 R DE MATEL;;;42300;42187;46.055 , 4.092777777777777;46°3'18''N 4°5'34''E;En service
32708;BOUYGUES TELECOM;527318;LTE 2100;27/06/2025;02A;2A092;4G;2025-10-02T15:15:22;02A2750130;23;52;74.0;PUNTA DI TELICA;rd 168;;;20135;2A092;41.73833333333334 , 9.3875;41°44'18''N 9°23'15''E;En service
